"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"76" -4034.29614615225 -3982.52807188269 -4016.61720713044 -4013.41573049048 -4037.93368957617 -4006.20550450707 -3989.09140749332 -3979.89743197286 -4038.31331552507 -3993.59341787767 -4011.12521171575 -4043.42247358468 -4044.89510084795 -4047.02642505138 -4013.71144139525 -4045.34583673267 -3988.82753542053 -4030.31656391262 -3976.44106952147 -4023.63154957091
"77" -4034.17408516697 -3982.38515328457 -4016.61199626294 -4013.40693115595 -4037.91456025251 -4006.07990932828 -3989.07015289769 -3979.86886019373 -4038.27350926567 -3993.57530656911 -4010.86576823953 -4043.24310663404 -4044.81621345723 -4046.09446462224 -4013.69286081708 -4045.34158492868 -3988.52727076427 -4030.1381918031 -3976.43000047925 -4023.59316002155
"78" -4034.05423781136 -3982.24122130733 -4016.60696934528 -4013.39864511055 -4037.89673471302 -4005.94729388949 -3989.04949781159 -3979.83998503543 -4038.23510862088 -3993.55746153262 -4010.6163851072 -4043.06794058903 -4044.74376000372 -4045.11165436853 -4013.67455208596 -4045.33750133078 -3988.24102235025 -4029.96869895931 -3976.41941627714 -4023.55826060966
"79" -4033.9357928684 -3982.09647463721 -4016.60211804909 -4013.39084195637 -4037.88011432406 -4005.80781748511 -3989.02941892757 -3979.81074109857 -4038.19804257924 -3993.53986080849 -4010.37645858726 -4042.89700743971 -4044.67727544589 -4044.07699662429 -4013.65650519553 -4045.33357836042 -3987.96758758638 -4029.80738719518 -3976.40929327204 -4023.52654135339
"80" -4033.81805685174 -3981.95109430609 -4016.59743461349 -4013.3834931894 -4037.8646069379 -4005.66176845295 -3989.00989446439 -3979.78106888915 -4038.16224571134 -3993.52248409652 -4010.14548487879 -4042.73034997036 -4044.61630561563 -4042.99279313334 -4013.63871133531 -4045.32980888032 -3987.70610154756 -4029.65361350327 -3976.39960910961 -4023.49771213157
"81" -4033.70043263636 -3981.80523855188 -4016.59291178779 -4013.37657202625 -4037.85012666936 -4005.50957490273 -3988.99090403384 -3979.75091860779 -4038.12765759381 -3993.5053126328 -4009.92302447094 -4042.56802600467 -4044.56041215196 -4041.86556929366 -4013.62116273152 -4045.32618615773 -3987.455985696 -4029.50679452488 -3976.3903426457 -4023.47150211767
"82" -4033.58240383572 -3981.65905177851 -4016.58854278136 -4013.37005326005 -4037.83659363961 -4005.35181149352 -3988.97242851874 -3979.72025530004 -4038.09422229608 -3993.48832907768 -4009.70867745329 -4042.41011136618 -4044.5091752995 -4040.70679211345 -4013.60385249787 -4045.32270383182 -3987.21689565568 -4029.36640969856 -3976.38147387307 -4023.44765948269
"83" -4033.4635232361 -3981.51269661754 -4016.5843212198 -4013.36391313946 -4037.8239336975 -4005.18920093498 -3988.95444996145 -3979.68906538636 -4038.06188792402 -3993.47151741416 -4009.5020679773 -4042.2567012087 -4044.46219557558 -4039.53308778393 -4013.58677449548 -4045.31935588477 -3986.98866901683 -4029.23200275027 -3976.37298385306 -4023.42595119457
"84" -4033.34340414938 -3981.36641313357 -4016.58024110648 -4013.358129266 -4037.81207812677 -4005.0226089766 -3988.93695146215 -3979.65736414737 -4038.03060621421 -3993.45486285573 -4009.3028362165 -4042.10790951578 -4044.41909521556 -4038.36564155319 -4013.56992320082 -4045.31613661593 -3986.77127415138 -4029.10318137858 -3976.36485465183 -4023.4061627817
"85" -4033.22171390133 -3981.2205952492 -4016.57629678872 -4013.35268050555 -4037.80096334604 -4004.85303190268 -3988.91991708638 -3979.62520292566 -4038.00033217407 -3993.43835176287 -4009.11063621573 -4041.96386672976 -4044.37951957182 -4037.22857617693 -4013.55329358079 -4045.31304061871 -3986.56476123007 -4028.97961514883 -3976.35706928075 -4023.38809797168
"86" -4033.09816890655 -3981.07585544297 -4016.57248292802 -4013.34754691137 -4037.7905306071 -4004.68157598828 -3988.903331781 -3979.59267361776 -4037.97102376254 -3993.42197156757 -4008.92513804448 -4041.82471562981 -4044.34313816004 -4036.14639006953 -4013.53688097389 -4045.31006275985 -3986.3692168532 -4028.86103173654 -3976.34961164077 -4023.37157815939
"87" -4032.97253093876 -3980.93303929384 -4016.56879447372 -4013.34270965565 -4037.78072569583 -4004.50942899368 -3988.88718129798 -3979.55990683297 -4037.94264160698 -3993.40571070498 -4008.74603272626 -4041.69060572558 -4044.30964504045 -4035.14092132942 -4013.52068097657 -4045.30719816062 -3986.18472381155 -4028.7472117552 -3976.34246647041 -4023.35644169397
"88" -4032.84460431195 -3980.79316702613 -4016.56522663961 -4013.33815096823 -4037.77149863917 -4004.33782454595 -3988.87145212544 -3979.52705992962 -4037.91514875233 -3993.38955855168 -4008.57303853056 -4041.56168655134 -4044.27875845107 -4034.22859750088 -4013.50468933349 -4045.30444218001 -3986.01132740403 -4028.63798246676 -3976.33561929708 -4023.34254300057
"89" -4032.71423376347 -3980.65731618272 -4016.56177488326 -4013.33385408065 -4037.76280342065 -4004.16800110022 -3988.85613142533 -3979.49429361333 -4037.88851043865 -3993.37350536988 -4008.4059073891 -4041.43810032909 -4044.25021981545 -4033.41872444698 -4013.48890183058 -4045.30179039927 -3985.84900943878 -4028.53321070952 -3976.32905639155 -4023.32975156986
"90" -4032.58130288314 -3980.52649079127 -4016.55843488752 -4013.32980317455 -4037.7545977064 -4004.00115797426 -3988.84120697714 -3979.46174170063 -4037.86269390393 -3993.35754225706 -4008.2444304231 -4041.3199745082 -4044.22379233723 -4032.71320980593 -4013.47331418935 -4045.29923860797 -3985.69767056698 -4028.4327953899 -3976.32276472534 -4023.31795085618
"91" -4032.44573297159 -3980.40152331234 -4016.55520254396 -4013.32598333357 -4037.74684258306 -4003.83841156359 -3988.82666712714 -3979.42948540228 -4037.83766820916 -3993.34166110041 -4008.08844182525 -4041.20741468463 -4044.19925938653 -4032.10759054241 -4013.45792196062 -4045.29678279125 -3985.55712101534 -4028.33665987638 -3976.31673193085 -4023.30703712645
"92" -4032.30748223884 -3980.28303007794 -4016.55207393813 -4013.32238049806 -4037.73950230829 -4003.68075512791 -3988.8125007427 -3979.39754446885 -4037.81340408289 -3993.32585453567 -4007.93782060756 -4041.10049835492 -4044.17642283346 -4031.59282843439 -4013.44272041565 -4045.29441911814 -3985.4270791829 -4028.24474460753 -3976.31094626389 -4023.29691829872
"93" -4032.16654527388 -3980.17141289886 -4016.54904533619 -4013.31898142216 -4037.73254407461 -4003.52902538199 -3988.79869717111 -3979.36588839271 -4037.78987378317 -3993.31011590986 -4007.7924899856 -4040.99926987746 -4044.15510142615 -4031.15722500667 -4013.42770443179 -4045.29214393082 -3985.30717704016 -4028.15700018668 -3976.30539656871 -4023.28751280282
"94" -4032.02295272943 -3980.06688652266 -4016.54611317293 -4013.31577363287 -4037.7259377866 -4003.38387848898 -3988.78524620258 -3979.33445794202 -4037.76705097461 -3993.29443924747 -4007.65241440541 -4040.90373690448 -4044.13512926527 -4030.78795241391 -4013.41286836925 -4045.2899537348 -3985.19697087999 -4028.07338118599 -3976.30007224509 -4023.27874848845
"95" -4031.87677117198 -3979.9695135966 -4016.54327404094 -4013.31274539093 -4037.71965585165 -4003.24577699534 -3988.77213803698 -3979.30318340525 -4037.74491061876 -3993.27881921978 -4007.51759441854 -4040.81386842684 -4044.11635439593 -4030.47194754893 -4013.39820593454 -4045.2878451898 -3985.09595576139 -4027.99384082575 -3976.29496321753 -4023.27056159852
"96" -4031.7281030483 -3979.87923683238 -4016.5405246807 -4013.30988565324 -4037.71367298393 -4003.11498791274 -3988.75936325388 -3979.27199372098 -4037.72342887626 -3993.26325111676 -4007.38805976839 -4040.72959445036 -4044.09863751969 -4030.19616154733 -4013.38371002478 -4045.28581510137 -3985.00358196275 -4027.9183266358 -3976.29005990631 -4023.26289581913
"97" -4031.57708671374 -3979.79590509248 -4016.53786197166 -4013.30718403677 -4037.70796602121 -4002.99159074505 -3988.74691278569 -3979.24081950393 -4037.70258301924 -3993.24773082144 -4007.26386116135 -4040.65080721092 -4044.08185082046 -4029.94740675789 -4013.36937254531 -4045.28386041305 -3984.91927190041 -4027.84677714715 -3976.28535320033 -4023.25570141181
"98" -4031.42389645614 -3979.71929386457 -4016.53528292406 -4013.30463078394 -4037.70251375443 -4002.87549298759 -3988.73477789346 -3979.20959466768 -4037.68235135281 -3993.23225478618 -4007.14506126007 -4040.57736374332 -4044.06587689384 -4029.71237725267 -4013.35518419042 -4045.2819781992 -3984.84243622793 -4027.77911960769 -3976.28083443163 -4023.24893442934
"99" -4031.26874243258 -3979.64912172153 -4016.53278467144 -4013.30221672915 -4037.69729676899 -4002.766449633 -3988.72295014516 -3979.17825838936 -4037.66271314437 -3993.21682001065 -4007.03172545472 -4040.5090895524 -4044.05060776925 -4029.47874463862 -4013.34113417408 -4045.28016565826 -3984.77248816242 -4027.71526866844 -3976.27649535139 -4023.24255601355
"100" -4031.11187041513 -3979.58506419521 -4016.53036446377 -4013.29993326683 -4037.69229729776 -4002.66408255135 -3988.71142139611 -3979.14675688985 -4037.64364856009 -3993.20142402129 -4006.92391294537 -4040.44578309694 -4044.03594401448 -4029.23798621866 -4013.32720989252 -4045.27842010644 -3984.70885543469 -4027.65512594836 -3976.27232810741 -4023.23653177062
"101" -4030.95356121871 -3979.52676595088 -4016.52801966118 -4013.2977723206 -4037.68749908478 -4002.56789520315 -3988.70018377135 -3979.11504430334 -4037.62513860742 -3993.18606485173 -4006.82166861074 -4040.38722078538 -4044.02179391397 -4028.98908354686 -4013.31339649481 -4045.27673897192 -3984.65098958899 -4027.59858035785 -3976.26832522296 -4023.23083121898
"102" -4030.79412966171 -3979.47385167223 -4016.52574772806 -4013.29572631382 -4037.68288725939 -4002.47727788244 -3988.68922964973 -3979.08308253721 -4037.60716508293 -3993.1707410242 -4006.72501605289 -4040.33316219535 -4044.00807271283 -4028.74010434285 -4013.29967632924 -4045.27511978934 -3984.59837263414 -4027.54550904338 -3976.26447957681 -4023.22542730317
"103" -4030.6339228917 -3979.42593576935 -4016.52354622776 -4013.29378814127 -4037.67844821988 -4002.39149855635 -3988.67855164963 -3979.0508404531 -4037.58971052515 -3993.1554515315 -4006.63395210268 -4040.28335525935 -4043.99470192057 -4028.50484505744 -4013.28602822255 -4045.27356019469 -3984.55052125496 -4027.49577880857 -3976.26078438453 -4023.22029596761
"104" -4030.47331789849 -3979.38263088507 -4016.52141281751 -4013.29195114217 -4037.67416952636 -4002.30967475244 -3988.66814261595 -3979.01829276609 -4037.57275817137 -3993.14019581928 -4006.54844295662 -4040.23754120258 -4043.98160866876 -4028.29586020247 -4013.27242653505 -4045.2720579205 -3984.50698892636 -4027.44924786857 -3976.25723318082 -4023.2154157836
"105" -4030.31271803946 -3979.34355514327 -4016.51934524386 -4013.29020907432 -4037.67003980203 -4002.23072411704 -3988.65799560838 -3978.98541894342 -4037.55629191837 -3993.12497376858 -4006.46842200139 -4040.1954590684 -4043.96872511799 -4028.119084712 -4013.25883991752 -4045.27061079131 -3984.4673663382 -4027.40576780396 -3976.25381980292 -4023.21076762386
"106" -4030.15254841943 -3979.30833810672 -4016.51734133834 -4013.28855608951 -4037.66604864237 -4002.15329795608 -3988.64810389076 -3978.95220224704 -4037.54029628633 -3993.10978567825 -4006.39378927629 -4040.15684971741 -4043.95598791007 -4027.97342196192 -4013.24522967657 -4045.26921671939 -3984.43128054899 -4027.36518559483 -3976.25053837492 -4023.20633437868
"107" -4029.99325000149 -3979.27662545766 -4016.51539901342 -4013.2869867101 -4037.66218653171 -4002.07571731945 -3988.63846092138 -3978.91862896669 -4037.52475638568 -3993.09463224711 -4006.3244124334 -4040.12145923435 -4043.94333766162 -4027.85376420636 -4013.2315476359 -4045.26787370079 -3984.39839325673 -4027.32734563413 -3976.24738329304 -4023.20210070864
"108" -4029.83527237164 -3979.24808246217 -4016.51351625875 -4013.28549580671 -4037.65844476664 -4001.99595757974 -3988.62906034415 -3978.8846878381 -4037.50965788665 -3993.0795145558 -4006.26012898553 -4040.08904171817 -4043.9307184958 -4027.75415752535 -4013.21773337068 -4045.26657981153 -3984.36839852006 -4027.29209163965 -3976.24434921172 -4023.19805282941
"109" -4029.67906513218 -3979.22239632 -4016.51169113767 -4013.28407857706 -4037.65481538573 -4001.91175834734 -3988.61989598053 -3978.85036961812 -4037.49498699107 -3993.06443404789 -4006.20074958514 -4040.05936146532 -4043.91807760907 -4027.66951064946 -4013.20371070485 -4045.26533320401 -3984.34102019691 -4027.25926840404 -3976.24143103052 -4023.19417832426
"110" -4029.52506793888 -3979.19927753008 -4016.50992178386 -4013.28273052596 -4037.65129110511 -4001.82094477784 -3988.61096182217 -3978.81566678393 -4037.48073040626 -3993.04939251045 -4006.14606205432 -4040.03219458193 -4043.90536487004 -4027.59602829496 -4013.18938342503 -4045.26413210366 -3984.31600930055 -4027.22872334186 -3976.2386238817 -4023.19046598089
"111" -4029.37369920282 -3979.17846041839 -4016.50820639824 -4013.28144744628 -4037.6478652595 -4001.72199008383 -3988.60225202403 -3978.78057332524 -4037.46687532079 -3993.03439205357 -4006.09583588446 -4040.00733007858 -4043.89253244781 -4027.53104400531 -4013.17463032433 -4045.26297480576 -3984.29314141227 -4027.20030780988 -3976.23592311864 -4023.18690564926
"112" -4029.22534341222 -3979.15970298075 -4016.5065432461 -4013.28022540099 -4037.6445317482 -4001.61470191631 -3988.59376089823 -3978.745084604 -4037.453409382 -3993.01943508913 -4006.04982694121 -4039.98457051223 -4043.87953446726 -4027.47271165097 -4013.1593000072 -4045.26185967237 -3984.27221423846 -4027.1738781915 -3976.23332430472 -4023.18348811763
"113" -4029.08033684549 -3979.14278618918 -4016.50493065427 -4013.27906070624 -4037.64128498566 -4001.50073305532 -3988.58548290814 -3978.70919726106 -4037.4403206749 -3993.00452430829 -4006.00778214111 -4039.9637322445 -4043.8663266889 -4027.4197386641 -4013.14320642438 -4045.2607851295 -3984.25304536042 -4027.1492967486 -3976.23082320298 -4023.18020500447
"114" -4028.93895107944 -3979.12751290024 -4016.50336700856 -4013.27794991531 -4037.63811985632 -4001.38355575321 -3988.57741266309 -3978.67290915425 -4037.42759770256 -3992.98966265801 -4005.96944390669 -4039.94464538565 -4043.85286621117 -4027.3711974322 -4013.12612688663 -4045.25974966438 -3984.23547019621 -4027.12643225253 -3976.22841576627 -4023.1770486641
"115" -4028.80137306656 -3979.11370648891 -4016.50185075131 -4013.27688980355 -4037.63503167332 -4001.26774337674 -3988.56954491332 -3978.6362193157 -4037.41522936767 -3992.97485331622 -4005.93455425093 -4039.92715349002 -4043.83911119303 -4027.32640195264 -4013.10780520494 -4045.25875182285 -3984.21934017433 -4027.10516041325 -3976.22609812794 -4023.17401210422
"116" -4028.66767958556 -3979.10120931341 -4016.50038037906 -4013.27587735416 -4037.6320161408 -4001.15780628346 -3988.56187454533 -3978.59912791975 -4037.40320495528 -3992.96009966579 -4005.90285838783 -4039.91111306294 -4043.82502059516 -4027.28482925817 -4013.08796324772 -4045.25779020693 -3984.20452110755 -4027.08536412888 -3976.22386659307 -4023.17108891373
"117" -4028.53780253959 -3979.08988109851 -4016.4989544403 -4013.27490974483 -4037.62906931941 -4001.05711952766 -3988.55439657749 -3978.56163625412 -4037.39151411653 -3992.94540526718 -4005.87410780726 -4039.896392932 -4043.81055393766 -4027.24606938341 -4013.06632388647 -4045.25686347248 -3984.19089174849 -4027.06693358068 -3976.22171763016 -4023.16827319956
"118" -4028.41148011223 -3979.07959730603 -4016.49757153348 -4013.27398433518 -4037.62618759493 -4000.9673945929 -3988.54710615594 -3978.52374668958 -4037.38014685337 -3992.93077382973 -4005.84806279029 -4039.8828735278 -4043.79567107313 -4027.20979307215 -4013.04264618593 -4045.25597032696 -3984.17834250677 -4027.04976619855 -3976.21964786328 -4023.16555953133
"119" -4028.28818807361 -3979.07024754473 -4016.49623030491 -4013.27309865497 -4037.62336764955 -4000.88877755103 -3988.53999855072 -3978.48546264379 -4037.36909350411 -3992.91620918162 -4005.82449437111 -4039.87044611171 -4043.78033197328 -4027.17573048192 -4013.01676941978 -4045.25510952733 -3984.16677430742 -4027.03376652128 -3976.2176540646 -4023.16294289264
"120" -4028.16704788315 -3979.06173405686 -4016.49492944698 -4013.27225039299 -4037.6206064357 -4000.82033353562 -3988.53306915205 -3978.4467885363 -4037.35834472977 -3992.90171523839 -4005.80318577569 -4039.85901198065 -4043.76449652801 -4027.14365676567 -4012.98865703989 -4045.254279878 -3984.15609757194 -4027.01884597458 -3976.21573314736 -4023.16041863844
"121" -4028.04671833816 -3979.05397030564 -4016.49366769629 -4013.27143738673 -4037.61790115221 -4000.76060333917 -3988.52631346695 -3978.40772973224 -4037.34789150118 -3992.88729597016 -4005.78393338395 -4039.84848167258 -4043.74812435584 -4027.11338202191 -4012.9584277652 -4045.25348022892 -3984.14623130567 -4027.00492258719 -3976.21388215919 -4023.15798245733
"122" -4027.92530202052 -3979.04687967825 -4016.492443832 -4013.27065761259 -4037.61524922252 -4000.70803213475 -3988.51972711584 -3978.36829247303 -4037.33772508676 -3992.87295536739 -4005.76654727248 -4039.83877419041 -4043.73117462459 -4027.08474407764 -4012.92636171031 -4045.25270947379 -3984.13710227746 -4026.99192066331 -3976.21209827582 -4023.15563033846
"123" -4027.80034014046 -3979.0403943099 -4016.49125667416 -4013.26990917678 -4037.61264827487 -4000.66121622194 -3988.51330582945 -3978.32848379243 -4037.32783704092 -3992.85869740524 -4005.75085140025 -4039.82981625709 -4043.71360588169 -4027.05760315377 -4012.89287622483 -4045.25196654819 -3984.12864427993 -4026.97977042656 -3976.21037879504 -4023.15335854231
"124" -4027.66901618702 -3979.03445402949 -4016.4901050822 -4013.26919030678 -4037.61009612421 -4000.61900120387 -3988.50704544579 -3978.2883114174 -4037.31821919302 -3992.84452600642 -4005.73668349985 -4039.82154161071 -4043.6953758934 -4027.03183781676 -4012.85847635544 -4045.25125042801 -3984.12079746072 -4026.96840764853 -3976.20872113103 -4023.15116357478
"125" -4027.52869365048 -3979.02900542219 -4016.48898795342 -4013.26849934336 -4037.60759075575 -4000.58048939801 -3988.50094190725 -3978.24778365287 -4037.30886363693 -3992.8304450025 -4005.72389473503 -4039.81389034485 -4043.67644149262 -4027.00734183492 -4012.82369334998 -4045.25056012782 -3984.11350771658 -4026.95777327222 -3976.207122809 -4023.1490421644
"126" -4027.37780478267 -3979.02400100193 -4016.48790422161 -4013.26783473306 -4037.60513030993 -4000.54500481673 -3988.49499125789 -3978.20690925066 -4037.29976272107 -3992.81645809359 -4005.71234917987 -4039.80680829725 -4043.65675843497 -4026.98402169022 -4012.78902709465 -4045.24989469931 -3984.10672614366 -4026.94781303869 -3976.20558146004 -4023.14699124198
"127" -4027.21685646906 -3979.01939848496 -4016.48685285566 -4013.26719502126 -4037.60271306877 -4000.51204585635 -3988.48918964071 -3978.16569726251 -4037.29090903886 -3992.80256880609 -4005.70192316922 -4039.80024648741 -4043.63628126323 -4026.96179457808 -4012.7549043966 -4045.24925322985 -3984.10040853851 -4026.93847712321 -3976.20409481626 -4023.14500792265
"128" -4027.04904273312 -3979.01516015475 -4016.48583285831 -4013.26657884559 -4037.60033744342 -4000.48124069003 -3988.48353329514 -3978.1241568782 -4037.28229541974 -3992.78878044838 -4005.69250456303 -4039.79416060251 -4043.61496318037 -4026.9405867799 -4012.72165775031 -4045.24863484108 -3984.09451494476 -4026.92971978557 -3976.20266070624 -4023.14308948983
"129" -4026.87992912375 -3979.0112523084 -4016.48484326489 -4013.26598492985 -4037.5980019628 -4000.45231091554 -3988.47801855452 -3978.0822972495 -4037.2739149205 -3992.775096064 -4005.68399196015 -4039.78851053005 -4043.59275593171 -4026.92033232593 -4012.68952260397 -4045.24803868758 -3984.08900924159 -4026.92149903772 -3976.20127705058 -4023.141233381
"130" -4026.71611039239 -3979.00764477508 -4016.48388314215 -4013.26541207832 -4037.5957052633 -4000.42504417952 -3988.47264184377 -3978.0401273016 -4037.26576081705 -3992.76151838183 -4005.67629389082 -4039.78325993477 -4043.56960969695 -4026.9009718887 -4012.6586474533 -4045.24746395557 -3984.08385877015 -4026.91377633087 -3976.19994185776 -4023.13943717496
"131" -4026.56341927635 -3979.00431049754 -4016.48295158718 -4013.26485917038 -4037.59344607937 -4000.39927451963 -3988.46739967703 -3977.9976555337 -4037.25782659652 -3992.74804976252 -4005.6693280105 -4039.77837587682 -4043.54547299329 -4026.88245186162 -4012.62911044517 -4045.24690986169 -3984.07903399471 -4026.90651626321 -3976.19865322021 -4023.13769858042
"132" -4026.42558204108 -3979.00122516838 -4016.48204772621 -4013.26432515562 -4037.59122323496 -4000.37486865718 -3988.46228865543 -3977.95488981076 -4037.25010594974 -3992.73469214033 -4005.66302031275 -4039.77382846842 -4043.52029259101 -4026.86472358815 -4012.6009374347 -4045.24637565184 -3984.07450819563 -4026.89968630851 -3976.19740931055 -4023.13601542589
"133" -4026.30385610508 -3978.99836691398 -4016.48117071367 -4013.26380904911 -4037.58903563571 -4000.3517166017 -3988.45730546497 -3977.91183714875 -4037.24259276404 -3992.72144695899 -4005.65730437357 -4039.76959056559 -4043.49401344355 -4026.84774271427 -4012.57411833545 -4045.2458606 -3984.07025719135 -4026.89325656569 -3976.19620837795 -4023.13438565046
"134" -4026.19752360966 -3978.99571601923 -4016.4803197312 -4013.26330992713 -4037.58688226187 -4000.32972526275 -3988.45244687432 -3977.86850349593 -4037.23528111633 -3992.70831509991 -4005.65212063619 -4039.76563749186 -4043.46657863426 -4026.83146864253 -4012.54862030242 -4045.24536400719 -3984.06625908693 -4026.88719952859 -3976.19504874483 -4023.13280729563
"135" -4026.10473815656 -3978.99325468767 -4016.47949398662 -4013.2628269231 -4037.58476216182 -4000.30881410883 -3988.44770973287 -3977.82489351273 -4037.22816526653 -3992.6952968006 -4005.64741574182 -4039.76194679106 -4043.43792934271 -4026.81586407027 -4012.52439746452 -4045.24488520043 -3984.06249404687 -4026.88148987516 -3976.19392880353 -4023.1312784979
"136" -4026.02328307334 -3978.99096683184 -4016.47869271308 -4013.26235922382 -4037.5826744462 -4000.28891219972 -3988.44309096866 -3977.78101035279 -4037.22123965118 -3992.68239156008 -4005.6431419092 -4039.75849800625 -4043.40800483393 -4026.80089459768 -4012.50139757748 -4045.24442353171 -3984.05894409003 -4026.87610427503 -3976.19284701327 -4023.12979748207
"137" -4025.95105351327 -3978.98883788984 -4016.47791516816 -4013.26190606595 -4037.58061828253 -4000.26995613353 -3988.43858758652 -3977.73685544779 -4037.21449887739 -3992.66959802756 -4005.63925636415 -4039.75527248201 -4043.37674247436 -4026.78652839411 -4012.47956623271 -4045.24397837709 -3984.05559290463 -4026.87102121423 -3976.19180189721 -4023.1283625552
"138" -4025.88627495035 -3978.98685466417 -4016.47716063303 -4013.26146673271 -4037.57859289036 -4000.25188860218 -3988.43419666612 -3977.69242829847 -4037.20793771701 -3992.65691386895 -4005.63572081841 -4039.75225318788 -4043.34407777924 -4026.77273591306 -4012.45884928766 -4045.24354913572 -3984.05242568163 -4026.8662208359 -3976.19079203966 -4023.12697210114
"139" -4025.82754846185 -3978.98500518003 -4016.47642841163 -4013.26104055085 -4037.57659753679 -4000.2346573529 -3988.42991536018 -3977.64772627381 -4037.20155110105 -3992.64433560419 -4005.63250099629 -4039.74942456048 -4043.30994449642 -4026.75948964786 -4012.43919409524 -4045.24313522901 -3984.04942896465 -4026.86168479572 -3976.18981608339 -4023.12562457556
"140" -4025.77381023252 -3978.98327856023 -4016.4757178299 -4013.26062688779 -4037.57463153245 -4000.21821442312 -3988.42574089266 -3977.60274442014 -4037.19533411427 -3992.63185840591 -4005.62956620678 -4039.74677236234 -4043.27427473275 -4026.74676392155 -4012.4205499827 -4045.24273609978 -3984.04659051498 -4026.85739613078 -3976.18887272711 -4023.1243185014
"141" -4025.72426267235 -3978.98166491448 -4016.47502823501 -4013.26022514893 -4037.57269422779 -4000.20251556147 -3988.42167055703 -3977.55747528147 -4037.18928199005 -3992.61947584683 -4005.62688895819 -4039.74428355569 -4043.23699912938 -4026.73453470548 -4012.40286830379 -4045.2423512114 -3984.04389919023 -4026.85333914078 -3976.18796072305 -4023.12305246475
"142" -4025.67830643655 -3978.98015524133 -4016.47435899468 -4013.2598347752 -4037.57078500973 -4000.1875197778 -3988.41770171458 -3977.5119087315 -4037.18339010541 -3992.60717957875 -4005.62444461242 -4039.74194618938 -4043.19804709338 -4026.72277946206 -4012.3861022816 -4045.24198004709 -3984.04134483515 -4026.84949928045 -3976.18707887464 -4023.12182511107
"143" -4025.63548455517 -3978.97874134085 -4016.47370949647 -4013.25945524073 -4037.56890329862 -4000.17318898409 -3988.41383179275 -3977.46603181734 -4037.17765397626 -3992.59495892014 -4005.62221107547 -4039.7397492977 -4043.15734709377 -4026.71147700802 -4012.37020677796 -4045.2416221091 -3984.03891818376 -4026.84586306206 -3976.18622603431 -4023.12063514174
"144" -4025.59544059154 -3978.97741573695 -4016.47307914709 -4013.25908605069 -4037.5670485454 -4000.1594877009 -3988.4100582835 -3977.419828614 -4037.1720692528 -3992.58280032144 -4005.62016852114 -4039.73768280955 -4043.11482703024 -4026.70060739487 -4012.35513806714 -4045.24127691805 -3984.03661077134 -4026.84241796711 -3976.18540110139 -4023.11948131087
"145" -4025.55788894987 -3978.97617160794 -4016.47246737177 -4013.25872673929 -4037.56522022914 -4000.14638281217 -3988.40637874178 -3977.37328008795 -4037.16663171508 -3992.57068666642 -4005.61829914472 -4039.73573746691 -4043.07041468386 -4026.69015180413 -4012.34085365209 -4045.24094401217 -3984.03441485546 -4026.83915236637 -3976.18460302011 -4023.11836242238
"146" -4025.52259446478 -3978.97500272438 -4016.47187361367 -4013.25837686788 -4037.56341785463 -4000.13384335639 -3988.40279078395 -3977.32636396673 -4037.16133726882 -3992.55859635448 -4005.61658694377 -4039.73390475164 -4043.02403825894 -4026.68009245495 -4012.32731213735 -4045.24062294671 -3984.03232334515 -4026.83605544722 -3976.18383077765 -4023.1172773273
"147" -4025.4893586076 -3978.97390339349 -4016.47129733324 -4013.25803602325 -4037.56164095032 -4000.12184034597 -3988.39929208633 -3977.27905461093 -4037.15618194126 -3992.54650209154 -4005.61501752326 -4039.73217681958 -4042.97562702541 -4026.67041252246 -4012.31447315781 -4045.24031329327 -3984.03032973733 -4026.83311714785 -3976.18308340236 -4023.11622492134
"148" -4025.45801021462 -3978.97286840911 -4016.4707380077 -4013.25770381591 -4037.55988906643 -4000.11034660871 -3988.39588038364 -3977.23132288289 -4037.15116187724 -3992.53436929697 -4005.61357792242 -4039.73054644115 -4042.92511207085 -4026.66109606516 -4012.30229735565 -4045.24001463918 -3984.02842805979 -4026.83032809744 -3976.18235996198 -4023.11520414248
"149" -4025.42839922595 -3978.97189300677 -4016.47019513044 -4013.25737987864 -4037.55816177311 -4000.09933664735 -3988.3925534677 -3977.18313600538 -4037.14627333541 -3992.52215401346 -4005.61225646096 -4039.72900694789 -4042.87242717044 -4026.65212796025 -4012.29074639391 -4045.23972658691 -3984.02661282003 -4026.82767956178 -3976.18165956202 -4023.11421396893
"150" -4025.4003923979 -3978.97097282323 -4016.4696682105 -4013.25706386507 -4037.55645865889 -4000.08878651363 -3988.38930918593 -3977.13445740128 -4037.14151268458 -3992.50980019108 -4005.61104260265 -4039.72755218406 -4042.81750978191 -4026.64349384561 -4012.27978299568 -4045.23944875355 -3984.0248789594 -4026.82516339374 -3976.18098134407 -4023.1132534171
"151" -4025.37387030041 -3978.97010385998 -4016.46915677208 -4013.25675544829 -4037.55477932926 -4000.07867369483 -3988.38614544002 -3977.0852465028 -4037.13687640019 -3992.49723621922 -4005.60992683411 -4039.72617646297 -4042.76030217043 -4026.63518006771 -4012.26937099813 -4045.23918077018 -3984.02322181188 -4026.82277198821 -3976.18032448437 -4023.11232153977
