"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"228" -4024.7766330433 -3978.9512380206 -4016.45391911605 -4013.24419334542 -4037.47698362652 -3999.83511501453 -3988.27831857013 -3970.95559262477 -4036.9835261466 -3991.37935725709 -4005.59611664509 -4039.69631323302 -4038.90159914586 -4026.42253766762 -4011.83018027773 -4045.23225910148 -3983.98441292543 -4026.77295899999 -3976.15988422089 -4023.08442744242
"229" -4024.77500351774 -3978.95118290768 -4016.45386896176 -4013.24410698178 -4037.47645167736 -3999.83453656545 -3988.27783404793 -3970.94464979056 -4036.98287523217 -3991.37797805048 -4005.59611118882 -4039.69621624587 -4038.89660269327 -4026.42196950953 -4011.82263891168 -4045.23224158614 -3983.98432714146 -4026.77286654235 -3976.15979095967 -4023.08433154871
"230" -4024.7734215921 -3978.95112925393 -4016.45382029837 -4013.24402174988 -4037.47592811642 -3999.83397770174 -3988.27736028721 -3970.93476188614 -4036.98223973366 -3991.37665432167 -4005.59610603557 -4039.69612136913 -4038.89188153454 -4026.42141844852 -4011.81495853494 -4045.23222464976 -3983.98424443749 -4026.77277747872 -3976.15969949246 -4023.0842383625
"231" -4024.77188579553 -3978.9510770179 -4016.45377308266 -4013.24393763294 -4037.47541282544 -3999.83343775078 -3988.27689702429 -3970.92582856149 -4036.9816192673 -3991.3753820834 -4005.59610116746 -4039.69602854912 -4038.88741938292 -4026.4208838928 -4011.80713512008 -4045.23220827251 -3983.98416470364 -4026.7726916814 -3976.15960977629 -4023.08414780673
"232" -4024.77039470667 -3978.95102615944 -4016.45372727266 -4013.24385461451 -4037.47490568743 -3999.83291606381 -3988.27644400224 -3970.91775883584 -4036.98101345927 -3991.37415764552 -4005.59609656768 -4039.69593773413 -4038.88320100565 -4026.42036527168 -4011.79916454382 -4045.2321924353 -3983.98408783399 -4026.77260902771 -3976.15952176948 -4023.08405980655
"233" -4024.76894695182 -3978.9509766397 -4016.45368282762 -4013.24377267845 -4037.47440658668 -3999.83241201503 -3988.27600097066 -3970.91047024028 -4036.98042194544 -3991.3729775932 -4005.59609222052 -4039.69584887428 -4038.87921214853 -4026.41986203487 -4011.79104258604 -4045.23217711967 -3983.98401372638 -4026.77252939974 -3976.15943543159 -4023.08397428924
"234" -4024.76754120314 -3978.95092842105 -4016.45363970796 -4013.24369180895 -4037.47391540878 -3999.83192500073 -3988.27556768556 -3970.90388803114 -4036.97984437107 -3991.3718387667 -4005.59608811119 -4039.69576192147 -4038.87543946643 -4026.41937365171 -4011.78276492917 -4045.23216230782 -3983.98394228236 -4026.77245268424 -3976.15935072341 -4023.08389118418
"235" -4024.76617617695 -3978.95088146703 -4016.45359787523 -4013.24361199048 -4037.47343204059 -3999.83145443849 -3988.27514390916 -3970.8979444733 -4036.97928039061 -3991.37073824229 -4005.59608422586 -4039.69567682925 -4038.87187045912 -4026.4188996105 -4011.77432715803 -4045.23214798259 -3983.98387340695 -4026.77237877232 -3976.15926760688 -4023.08381042278
"236" -4024.76485063211 -3978.9508357423 -4016.4535572921 -4013.24353320783 -4037.4729563702 -3999.83099976638 -3988.27472940974 -3970.89257818982 -4036.97872966742 -3991.3696733147 -4005.5960805515 -4039.69559355275 -4038.86849341211 -4026.41843941775 -4011.76572476005 -4045.2321341274 -3983.9838070086 -4026.77230755937 -3976.15918604507 -4023.08373193838
"237" -4024.76356336843 -3978.95079121265 -4016.45351792233 -4013.24345544606 -4037.47248828701 -3999.83056044222 -3988.2743239615 -3970.88773357296 -4036.97819187354 -3991.3686414806 -4005.59607707592 -4039.69551204862 -4038.865297342 -4026.41799259761 -4011.75695312589 -4045.23212072625 -3983.98374299901 -4026.77223894478 -3976.15910600212 -4023.08365566623
"238" -4024.76231322522 -3978.95074784489 -4016.45347973069 -4013.24337869051 -4037.47202768164 -3999.83013594285 -3988.27392734438 -3970.88336025133 -4036.97766668946 -3991.3676404234 -4005.59607378766 -4039.69543227493 -4038.86227194606 -4026.41755869115 -4011.74800755074 -4045.23210776372 -3983.98368129305 -4026.77217283187 -3976.15902744324 -4023.08358154345
"239" -4024.76109907977 -3978.95070560684 -4016.45344268301 -4013.2433029268 -4037.47157444597 -3999.82972576339 -3988.27353934392 -3970.87941260739 -4036.97715380389 -3991.36666799899 -4005.59607067596 -4039.69535419114 -4038.85940755571 -4026.41713725581 -4011.73888323611 -4045.2320952249 -3983.98362180863 -4026.77210912766 -3976.15895033464 -4023.08350950893
"240" -4024.75991984607 -3978.95066446732 -4016.45340674605 -4013.24322814079 -4037.47112847313 -3999.82932941665 -3988.2731597511 -3970.87584934039 -4036.97665291354 -3991.36572222264 -4005.5960677307 -4039.69527775798 -4038.8566950934 -4026.41672786478 -4011.72957529236 -4045.23208309542 -3983.98356446657 -4026.77204774275 -3976.15887464347 -4023.08343950331
"241" -4024.75877447341 -3978.95062439606 -4016.45337188758 -4013.24315431861 -4037.47068965747 -3999.82894643244 -3988.27278836224 -3970.87263306983 -4036.97616372292 -3991.36480125676 -4005.59606494238 -4039.69520293743 -4038.8541260329 -4026.41633010646 -4011.72007874186 -4045.23207136141 -3983.98350919054 -4026.77198859118 -3976.15880033788 -4023.08337146893
"242" -4024.75766194514 -3978.95058536371 -4016.45333807627 -4013.24308144663 -4037.47025789457 -3999.82857635692 -3988.27242497881 -3970.86972997524 -4036.97568594412 -3991.3639033996 -4005.59606230208 -4039.69512969266 -4038.85169236246 -4026.41594358387 -4011.71038852309 -4045.23206000947 -3983.98345590691 -4026.77193159025 -3976.15872738688 -4023.08330534976
"243" -4024.75658127744 -3978.95054734181 -4016.45330528168 -4013.24300951148 -4037.46983308125 -3999.82821875209 -3988.27206940734 -3970.86710946871 -4036.97521929659 -3991.36302707482 -4005.59605980142 -4039.69505798797 -4038.84938655079 -4026.41556791417 -4011.70049949557 -4045.23204902669 -3983.98340454468 -4026.77187666044 -3976.15865576035 -4023.08324109137
"244" -4024.75553151818 -3978.95051030273 -4016.4532734743 -4013.2429385 -4037.46941511553 -3999.82787319512 -3988.27172145925 -3970.8647438967 -4036.974763507 -3991.36217082175 -4005.59605743249 -4039.69498778872 -4038.84720151546 -4026.41520272814 -4011.69040644581 -4045.23203840057 -3983.98335503539 -4026.77182372526 -3976.15858542906 -4023.08317864087
"245" -4024.75451174575 -3978.95047421965 -4016.45324262541 -4013.24286839926 -4037.46900389663 -3999.82753927788 -3988.27138095075 -3970.86260826847 -4036.97431830897 -3991.36133328652 -4005.59605518789 -4039.69491906132 -4038.84513059368 -4026.41484766965 -4011.68010409439 -4045.2320281191 -3983.983307313 -4026.77177271111 -3976.15851636455 -4023.08311794689
"246" -4024.75352106802 -3978.95043906654 -4016.45321270714 -4013.24279919657 -4037.46859932499 -3999.82721660636 -3988.27104770271 -3970.86068000863 -4036.97388344297 -3991.36051321377 -4005.59605306064 -4039.69485177313 -4038.84316751521 -4026.41450239525 -4011.66958710419 -4045.23201817062 -3983.98326131384 -4026.77172354719 -3976.15844853917 -4023.08305895952
"247" -4024.75255862128 -3978.95040481815 -4016.45318369243 -4013.24273087945 -4037.46820130223 -3999.82690480019 -3988.27072154052 -3970.85893873163 -4036.97345865607 -3991.35970943896 -4005.59605104418 -4039.69478589248 -4038.84130637714 -4026.41416657368 -4011.65885009006 -4045.23200854395 -3983.98321697648 -4026.77167616539 -3976.15838192603 -4023.08300163024
"248" -4024.75162356926 -3978.95037144996 -4016.453155555 -4013.24266343562 -4037.46780973117 -3999.82660349214 -3988.270402294 -3970.85736603619 -4036.9730437018 -3991.3589208814 -4005.59604913233 -4039.6947213886 -4038.83954162055 -4026.41383988543 -4011.6478876298 -4045.23199922822 -3983.9831742417 -4026.77163050016 -3976.15831649897 -4023.08294591195
"249" -4024.75071510216 -3978.95033893814 -4016.45312826931 -4013.24259685302 -4037.46742451579 -3999.82631232764 -3988.27008979727 -3970.85594531808 -4036.97263833997 -3991.35814653772 -4005.59604731929 -4039.69465823154 -4038.83786800874 -4026.41352202234 -4011.63669427688 -4045.23199021301 -3983.98313305238 -4026.77158648842 -3976.15825223254 -4023.08289175885
"250" -4024.74983243572 -3978.95030725957 -4016.45310181056 -4013.24253111977 -4037.46704556127 -3999.82603096433 -3988.26978388863 -3970.85466159968 -4036.97224233651 -3991.35738547584 -4005.59604559957 -4039.69459639223 -4038.83628060709 -4026.41321268717 -4011.62526457482 -4045.2319814882 -3983.98309335342 -4026.77154406948 -3976.15818910197 -4023.08283912647
"251" -4024.74897481039 -3978.9502763918 -4016.45307615467 -4013.24246622422 -4037.46667277392 -3999.82575907166 -3988.26948441048 -3970.85350137478 -4036.9718554633 -3991.35663682951 -4005.59604396804 -4039.69453584234 -4038.83477476418 -4026.41291159323 -4011.61359307343 -4045.23197304405 -3983.9830550917 -4026.77150318491 -3976.15812708318 -4023.08278797157
"252" -4024.74814149041 -3978.950246313 -4016.45305127827 -4013.24240215488 -4037.46630606123 -3999.8254963304 -3988.26919120918 -3970.85245246751 -4036.97147749802 -3991.35589979314 -4005.59604241985 -4039.69447655433 -4038.83334609432 -4026.41261846398 -4011.60167434719 -4045.23196487118 -3983.98301821596 -4026.77146377849 -3976.1580661527 -4023.08273825217
"253" -4024.74733176302 -3978.95021700199 -4016.45302715861 -4013.24233890047 -4037.46594533184 -3999.82524243231 -3988.26890413498 -3970.85150390413 -4036.97110822398 -3991.35517361713 -4005.59604095042 -4039.69441850137 -4038.8319904612 -4026.41233303268 -4011.58950301568 -4045.23195696047 -3983.98298267677 -4026.77142579609 -3976.15800628771 -4023.08268992744
"254" -4024.7465449377 -3978.95018843818 -4016.45300377364 -4013.24227644987 -4037.46559049551 -3999.82499707969 -3988.26862304186 -3970.85064579662 -4036.97074743002 -3991.35445760357 -4005.59603955546 -4039.69436165733 -4038.8307039627 -4026.41205504202 -4011.57707376654 -4045.23194930317 -3983.98294842648 -4026.77138918562 -3976.15794746596 -4023.08264295775
"255" -4024.74578034536 -3978.95016060156 -4016.45298110194 -4013.24221479215 -4037.46524146317 -3999.82475998506 -3988.26834778752 -3970.84986923701 -4036.97039491029 -3991.35375110218 -4005.59603823092 -4039.69430599676 -4038.82948291664 -4026.41178424382 -4011.56438138082 -4045.23194189082 -3983.9829154191 -4026.77135389693 -3976.1578896658 -4023.08259730456
"256" -4024.74503733769 -3978.95013347271 -4016.4529591227 -4013.24215391656 -4037.46489814682 -3999.82453087074 -3988.26807823322 -3970.84916620169 -4036.97005046418 -3991.35305350673 -4005.59603697297 -4039.69425149485 -4038.82832384756 -4026.41152039867 -4011.55142076115 -4045.23193471524 -3983.98288361029 -4026.77131988173 -3976.15783286615 -4023.08255293044
"257" -4024.74431528635 -3978.95010703272 -4016.45293781569 -4013.24209381251 -4037.46456045964 -3999.82430946856 -3988.2678142437 -3970.84852946462 -4036.96971389615 -3991.35236425158 -4005.59603577801 -4039.6941981274 -4038.82722347431 -4026.41126327561 -4011.53818696269 -4045.23192776854 -3983.98285295728 -4026.77128709353 -3976.15777704644 -4023.08250979902
"258" -4024.74361358241 -3978.95008126326 -4016.45291716128 -4013.24203446958 -4037.46422831587 -3999.82409551949 -3988.26755568708 -3970.84795251882 -4036.96938501559 -3991.35168280859 -4005.59603464267 -4039.6941458708 -4038.82617869845 -4026.41101265186 -4011.52467522717 -4045.23192104309 -3983.98282341882 -4026.77125548759 -3976.15772218667 -4023.08246787494
"259" -4024.74293163563 -3978.95005614648 -4016.45289714042 -4013.24197587752 -4037.46390163086 -3999.82388877334 -3988.26730243484 -3970.84742950536 -4036.9690636367 -3991.35100868426 -4005.59603356371 -4039.69409470206 -4038.82518659347 -4026.4107683125 -4011.51088102011 -4045.23191453154 -3983.98279495512 -4026.7712250208 -3976.15766826732 -4023.08242712386
"260" -4024.74226887383 -3978.95003166503 -4016.45287773457 -4013.24191802622 -4037.46358032108 -3999.82368898842 -3988.26705436161 -3970.84695514915 -4036.9687495784 -3991.35034141708 -4005.59603253815 -4039.69404459868 -4038.82424439461 -4026.41053005021 -4011.49680007137 -4045.23190822677 -3983.98276752781 -4026.77119565167 -3976.15761526936 -4023.08238751241
"261" -4024.74162474236 -3978.95000780207 -4016.45285892576 -4013.24186090575 -4037.46326430404 -3999.82349593129 -3988.2668113452 -3970.84652470091 -4036.96844266412 -3991.3496805751 -4005.59603156313 -4039.69399553874 -4038.82334948937 -4026.41029766497 -4011.48242841916 -4045.23190212193 -3983.98274109988 -4026.77116734025 -3976.15756317426 -4023.08234900815
"262" -4024.74099870344 -3978.9499845412 -4016.45284069653 -4013.24180450632 -4037.46295349835 -3999.82330937639 -3988.26657326647 -3970.84613388486 -4036.96814272177 -3991.3490257537 -4005.59603063595 -4039.69394750081 -4038.82249940863 -4026.4100709638 -4011.46776245764 -4045.2318962104 -3983.98271563562 -4026.77114004804 -3976.15751196393 -4023.08231157957
"263" -4024.74039023564 -3978.9499618665 -4016.45282302988 -4013.24174881828 -4037.46264782369 -3999.82312910589 -3988.26634000926 -3970.84577885144 -4036.96784958359 -3991.3483765735 -4005.5960297541 -4039.69390046397 -4038.82169181835 -4026.40984976057 -4011.4527989881 -4045.23189048576 -3983.98269110061 -4026.77111373799 -3976.15746162076 -4023.08227519605
"264" -4024.73979883335 -3978.94993976247 -4016.45280590936 -4013.24169383215 -4037.46234720078 -3999.82295490929 -3988.26611146029 -3970.84545613468 -4036.96756308602 -3991.34773267849 -4005.59602891517 -4039.69385440777 -4038.82092451169 -4026.40963387566 -4011.43753527394 -4045.23188494184 -3983.98266746162 -4026.77108837441 -3976.15741212754 -4023.08223982783
"265" -4024.73922400623 -3978.94991821406 -4016.45278931897 -4013.24163953857 -4037.4620515514 -3999.82278658323 -3988.26588750911 -3970.84516261382 -4036.96728306962 -3991.34709373428 -4005.59602811691 -4039.69380931225 -4038.82019540174 -4026.40942313579 -4011.42196909917 -4045.23187957268 -3983.98264468664 -4026.77106392293 -3976.15736346749 -4023.08220544599
"266" -4024.73866527873 -3978.94989720663 -4016.45277324314 -4013.24158592833 -4037.46176079836 -3999.82262393127 -3988.26566804804 -3970.84489547866 -4036.96700937893 -3991.34645942645 -4005.5960273572 -4039.69376515785 -4038.81950251466 -4026.40921737378 -4011.40609883068 -4045.23187437249 -3983.98262274475 -4026.77104035044 -3976.15731562426 -4023.08217202244
"267" -4024.73812218964 -3978.94987672593 -4016.45275766679 -4013.24153299237 -4037.46147486552 -3999.82246676356 -3988.26545297207 -3970.84465219841 -4036.96674186241 -3991.34582945914 -4005.59602663401 -4039.69372192549 -4038.81884398313 -4026.40901642834 -4011.38992348388 -4045.23186933573 -3983.98260160617 -4026.77101762504 -3976.15726858187 -4023.08213952987
"268" -4024.73759429155 -3978.94985675811 -4016.45274257526 -4013.24148072175 -4037.46119367774 -3999.82231489671 -3988.26524217877 -3970.84443049357 -4036.96648037229 -3991.3452035536 -4005.59602594545 -4039.69367959648 -4038.81821804043 -4026.40882014382 -4011.37344279168 -4045.231864457 -3983.98258124214 -4026.77099571602 -3976.15722232473 -4023.08210794174
"269" -4024.73708115047 -3978.94983728971 -4016.45272795431 -4013.24142910767 -4037.46091716089 -3999.8221681535 -3988.26503556831 -3970.84422831072 -4036.96622476452 -3991.344581447 -4005.59602528972 -4039.69363815256 -4038.8176230146 -4026.40862837004 -4011.35665727653 -4045.23185973111 -3983.98256162495 -4026.77097459379 -3976.15717683763 -4023.08207723228
"270" -4024.73658234539 -3978.94981830762 -4016.4527137901 -4013.24137814144 -4037.46064524187 -3999.82202636269 -3988.26483304328 -3970.84404379972 -4036.96597489863 -3991.34396289124 -4005.59602466513 -4039.69359757586 -4038.8170573232 -4026.40844096212 -4011.33956832504 -4045.23185515304 -3983.98254272786 -4026.77095422985 -3976.15713210572 -4023.08204737642
"271" -4024.73609746782 -3978.94979979911 -4016.45270006921 -4013.24132781452 -4037.46037784855 -3999.82188935881 -3988.26463450873 -3970.84387529327 -4036.96573063766 -3991.34334765186 -4005.59602407007 -4039.69355784887 -4038.81651946825 -4026.40825778024 -4011.32217826471 -4045.23185071795 -3983.98252452506 -4026.77093459674 -3976.15708811448 -4023.08201834982
"272" -4024.73562612142 -3978.94978175178 -4016.45268677859 -4013.24127811849 -4037.46011490979 -3999.82175698197 -3988.26443987203 -3970.84372128854 -4036.96549184808 -3991.34273550711 -4005.59602350303 -4039.69351895449 -4038.81600803146 -4026.40807868948 -4011.30449044235 -4045.23184642115 -3983.98250699169 -4026.77091566801 -3976.15704484977 -4023.08199012882
"273" -4024.73516792164 -3978.94976415357 -4016.45267390556 -4013.24122904506 -4037.45985635543 -3999.82162907765 -3988.26424904285 -3970.84358043056 -4036.96525839968 -3991.34212624696 -4005.59602296257 -4039.69348087593 -4038.81552166984 -4026.40790355964 -4011.2865093031 -4045.23184225812 -3983.98249010374 -4026.77089741817 -3976.15700229774 -4023.08196269041
"274" -4024.73472249528 -3978.94974699276 -4016.45266143783 -4013.24118058603 -4037.45960211627 -3999.82150549655 -3988.2640619331 -3970.84345149739 -4036.96503016547 -3991.34151967235 -4005.59602244736 -4039.69344359681 -4038.81505911147 -4026.40773226509 -4011.26824046954 -4045.23183822449 -3983.98247383809 -4026.77087982268 -3976.15696044488 -4023.08193601227
"275" -4024.7342894802 -3978.94973025794 -4016.45264936345 -4013.24113273335 -4037.45935212409 -3999.82138609434 -3988.26387845684 -3970.84333338673 -4036.96480702165 -3991.34091559435 -4005.59602195608 -4039.69340710103 -4038.81461915156 -4026.4075646846 -4011.24969081967 -4045.23183431603 -3983.98245817241 -4026.77086285787 -3976.156919278 -4023.08191007267
"276" -4024.7338685249 -3978.94971393801 -4016.4526376708 -4013.24108547908 -4037.45910631158 -3999.82127073159 -3988.26369853026 -3970.8432251039 -4036.96458884749 -3991.34031383347 -4005.59602148757 -4039.69337137288 -4038.81420064879 -4026.40740070114 -4011.23086856252 -4045.23183052866 -3983.98244308515 -4026.77084650097 -3976.15687878418 -4023.08188485053
"277" -4024.73345928827 -3978.94969802217 -4016.45262634861 -4013.24103881538 -4037.4588646124 -3999.82115927351 -3988.26352207164 -3970.84312575101 -4036.96437552525 -3991.33971421899 -4005.59602104064 -4039.69333639691 -4038.81380252175 -4026.4072402018 -4011.21178331039 -4045.23182685845 -3983.98242855557 -4026.77083073001 -3976.15683895083 -4023.08186032532
"278" -4024.73306143917 -3978.94968249992 -4016.45261538594 -4013.24099273454 -4037.45862696112 -3999.82105158984 -3988.26334900122 -3970.84303451731 -4036.9641669401 -3991.33911658838 -4005.59602061423 -4039.69330215805 -4038.8134237457 -4026.4070830776 -4011.19244614577 -4045.23182330159 -3983.98241456363 -4026.77081552383 -3976.15679976563 -4023.08183647714
"279" -4024.73267465618 -3978.94966736103 -4016.45260477216 -4013.24094722893 -4037.45839329324 -3999.82094755469 -3988.26317924123 -3970.84295067037 -4036.96396298009 -3991.33852078668 -4005.59602020731 -4039.69326864148 -4038.81306334942 -4026.40692922337 -4011.1728696818 -4045.23181985439 -3983.98240109002 -4026.77080086206 -3976.15676121652 -4023.08181328661
"280" -4024.73229862732 -3978.94965259557 -4016.45259449694 -4013.24090229106 -4037.45816354519 -3999.82084704639 -3988.26301271581 -3970.84287354835 -4036.963763536 -3991.33792666605 -4005.5960198189 -4039.69323583271 -4038.81272041236 -4026.40677853757 -4011.15306811418 -4045.2318165133 -3983.98238811609 -4026.77078672505 -3976.15672329174 -4023.08179073492
"281" -4024.73193304965 -3978.94963819384 -4016.45258455024 -4013.24085791354 -4037.45793765425 -3999.82074994733 -3988.26284935094 -3970.84280255286 -4036.96356850134 -3991.33733408521 -4005.5960194481 -4039.69320371752 -4038.81239406178 -4026.40663092221 -4011.1330572629 -4045.23181327488 -3983.98237562388 -4026.77077309386 -3976.15668597977 -4023.08176880379
"282" -4024.73157762911 -3978.94962414643 -4016.45257492233 -4013.24081408907 -4037.45771555864 -3999.82065614384 -3988.26268907443 -3970.84273714269 -4036.96337777224 -3991.33674290906 -4005.59601909403 -4039.69317228199 -4038.81208347027 -4026.40648628274 -4011.11285460179 -4045.23181013582 -3983.98236359606 -4026.77075995027 -3976.15664926936 -4023.08174747544
"283" -4024.73123208018 -3978.94961044418 -4016.45256560376 -4013.24077081046 -4037.45749719744 -3999.82056552604 -3988.26253181583 -3970.84267682807 -4036.96319124739 -3991.33615300822 -4005.59601875586 -4039.69314151246 -4038.81178785321 -4026.40634452783 -4011.09247927395 -4045.2318070929 -3983.98235201591 -4026.7707472767 -3976.15661314949 -4023.08172673262
"284" -4024.73089612562 -3978.94959707817 -4016.45255658534 -4013.24072807063 -4037.45728251061 -3999.82047798773 -3988.26237750644 -3970.84262116564 -4036.963008828 -3991.33556425867 -4005.59601843282 -4039.69311139555 -4038.81150646651 -4026.40620556938 -4011.07195209112 -4045.23180414303 -3983.98234086731 -4026.7707350562 -3976.15657760939 -4023.08170655854
"285" -4024.73056949624 -3978.94958403972 -4016.45254785814 -4013.24068586258 -4037.45707143897 -3999.82039342626 -3988.26222607921 -3970.84256975376 -4036.96283041769 -3991.33497654142 -4005.59601812417 -4039.69308191814 -4038.8112386044 -4026.40606932229 -4011.05129551516 -4045.23180128321 -3983.9823301347 -4026.77072327246 -3976.15654263853 -4023.0816869369
"286" -4024.73025193063 -3978.94957132038 -4016.45253941351 -4013.24064417942 -4037.4568639242 -3999.8203117424 -3988.26207746874 -3970.84252222845 -4036.96265592247 -3991.33438974211 -4005.59601782921 -4039.69305306735 -4038.81098359738 -4026.40593570446 -4011.03053361978 -4045.23179851053 -3983.98231980308 -4026.77071190976 -3976.1565082266 -4023.08166785185
"287" -4024.72994317494 -3978.94955891193 -4016.45253124302 -4013.24060301435 -4037.45665990883 -3999.82023284022 -3988.26193161121 -3970.84247825965 -4036.96248525065 -3991.33380375077 -4005.59601754726 -4039.6930248306 -4038.81074081031 -4026.40580463659 -4011.00969203124 -4045.23179582221 -3983.98230985799 -4026.77070095293 -3976.15647436351 -4023.081649288
"288" -4024.72964298264 -3978.94954680637 -4016.45252333852 -4013.24056236067 -4037.4564593362 -3999.820156627 -3988.26178844434 -3970.84243754789 -4036.9623183128 -3991.33321846149 -4005.59601727772 -4039.69299719549 -4038.81050964053 -4026.40567604213 -4010.98879784634 -4045.23179321554 -3983.98230028548 -4026.77069038737 -3976.15644103939 -4023.08163123039
"289" -4024.72935111428 -3978.94953499592 -4016.45251569206 -4013.24052221177 -4037.4562621505 -3999.82008301311 -3988.2616479074 -3970.84239982131 -4036.96215502167 -3991.33263377221 -4005.59601701997 -4039.69297014989 -4038.81028951615 -4026.40554984718 -4010.96787952718 -4045.23179068789 -3983.9822910721 -4026.77068019899 -3976.15640824458 -4023.08161366447
"290" -4024.72906733733 -3978.94952347299 -4016.45250829595 -4013.24048256113 -4037.45606829675 -3999.82001191189 -3988.26150994109 -3970.84236483293 -4036.96199529218 -3991.33204958442 -4005.59601677346 -4039.69294368193 -4038.81007989442 -4026.40542598039 -4010.94696677192 -4045.23178823675 -3983.98228220486 -4026.77067037424 -3976.15637596962 -4023.08159657613
"291" -4024.7287914259 -3978.94951223021 -4016.45250114269 -4013.24044340232 -4037.45587772073 -3999.81994323959 -3988.26137448756 -3970.84233235829 -4036.96183904131 -3991.33146580295 -4005.59601653765 -4039.69291777993 -4038.80988026019 -4026.40530437285 -4010.92609036173 -4045.23178585966 -3983.98227367124 -4026.77066090003 -3976.15634420527 -4023.08157995162
"292" -4024.72852316059 -3978.94950126039 -4016.45249422502 -4013.240404729 -4037.45569036908 -3999.81987691523 -3988.26124149036 -3970.84230219317 -4036.96168618809 -3991.33088233577 -4005.59601631202 -4039.69289243243 -4038.80969012442 -4026.40518495804 -4010.90528198427 -4045.23178355428 -3983.98226545918 -4026.77065176377 -3976.15631294244 -4023.08156377762
"293" -4024.7282623283 -3978.94949055654 -4016.45248753589 -4013.24036653492 -4037.45550618917 -3999.81981286051 -3988.2611108944 -3970.84227415175 -4036.9615366535 -3991.33029909378 -4005.5960160961 -4039.69286762824 -4038.80950902285 -4026.40506767171 -4010.88457403508 -4045.23178131831 -3983.98225755704 -4026.77064295331 -3976.15628217228 -4023.08154804116
"294" -4024.72800872197 -3978.94948011186 -4016.45248106843 -4013.24032881389 -4037.4553251292 -3999.81975099976 -3988.26098264591 -3970.84224806473 -4036.96139036049 -3991.32971599062 -4005.59601588944 -4039.69284335634 -4038.80933651468 -4026.40495245183 -4010.86399939858 -4045.23177914954 -3983.98224995359 -4026.77063445693 -3976.15625188609 -4023.08153272964
"295" -4024.72776214049 -3978.94946991973 -4016.45247481601 -4013.24029155984 -4037.45514713812 -3999.81969125982 -3988.26085669243 -3970.84222377783 -4036.96124723386 -3991.32913294253 -4005.59601569158 -4039.69281960592 -4038.80917218131 -4026.40483923847 -4010.84359121105 -4045.23177704585 -3983.98224263799 -4026.77062626337 -3976.15622207535 -4023.08151783082
"296" -4024.72752238847 -3978.94945997369 -4016.45246877215 -4013.24025476677 -4037.45497216563 -3999.81963356995 -3988.26073298275 -3970.84220115033 -4036.96110720026 -3991.32854986812 -4005.59601550214 -4039.69279636641 -4038.8090156252 -4026.40472797378 -4010.82338260899 -4045.23177500516 -3983.98223559981 -4026.77061836173 -3976.15619273174 -4023.08150333282
"297" -4024.72728927609 -3978.94945026747 -4016.4524629306 -4013.24021842875 -4037.45480016219 -3999.81957786175 -3988.26061146689 -3970.84218005377 -4036.96097018812 -3991.32796668828 -4005.5960153207 -4039.6927736274 -4038.80886646879 -4026.40461860187 -4010.80340646614 -4045.23177302547 -3983.98222882899 -4026.77061074155 -3976.15616384708 -4023.08148922407
"298" -4024.7270626189 -3978.94944079497 -4016.45245728524 -4013.24018253995 -4037.45463107903 -3999.81952406912 -3988.26049209606 -3970.8421603708 -4036.96083612762 -3991.32738332604 -4005.5960151469 -4039.69275137872 -4038.80872435343 -4026.40451106876 -4010.78369512381 -4045.23177110488 -3983.98222231579 -4026.77060339272 -3976.15613541338 -4023.08147549334
"299" -4024.72684223772 -3978.94943155021 -4016.45245183016 -4013.24014709459 -4037.45446486809 -3999.81947212813 -3988.26037482266 -3970.84214199416 -4036.96070495062 -3991.3267997064 -4005.59601498039 -4039.69272961036 -4038.8085889384 -4026.40440532231 -4010.76428011884 -4045.2317692415 -3983.98221605087 -4026.77059630549 -3976.1561074228 -4023.08146212973
"300" -4024.72662795842 -3978.94942252742 -4016.45244655962 -4013.24011208699 -4037.45430148203 -3999.81942197697 -3988.2602596002 -3970.8421248257 -4036.96057659066 -3991.3262157562 -4005.59601482084 -4039.69270831252 -4038.80845989999 -4026.40430131216 -4010.74519191439 -4045.23176743353 -3983.98221002517 -4026.77058947049 -3976.15607986766 -4023.08144912264
